SOCCode	Element_ID	Element_Name	average_scale	TOT_EMP	major_occ	annual_earnings	scale_rank	SOCTitle	jobzone	type
27-4012	2.A.2.c	Learning Strategies	47.56949803	28,270	Arts, design, entertainment, sports, and media	37490	1	Broadcast Technicians	3	1
27-4012	2.A.2.d	Monitoring	61.23724357	28,270	Arts, design, entertainment, sports, and media	37490	0	Broadcast Technicians	3	1
27-4012	2.B.1.a	Social Perceptiveness	48.680885072	28,270	Arts, design, entertainment, sports, and media	37490	2	Broadcast Technicians	3	1
27-4012	2.B.1.b	Coordination	51.713496442	28,270	Arts, design, entertainment, sports, and media	37490	1	Broadcast Technicians	3	1
27-4012	2.B.1.c	Persuasion	36.916895087	28,270	Arts, design, entertainment, sports, and media	37490	3	Broadcast Technicians	3	1
27-4012	2.B.1.d	Negotiation	27.226037957	28,270	Arts, design, entertainment, sports, and media	37490	3	Broadcast Technicians	3	1
27-4012	2.B.1.e	Instructing	47.207747548	28,270	Arts, design, entertainment, sports, and media	37490	2	Broadcast Technicians	3	1
27-4012	2.B.1.f	Service Orientation	37.96840792	28,270	Arts, design, entertainment, sports, and media	37490	3	Broadcast Technicians	3	1
27-4012	2.B.2.i	Complex Problem Solving	53.825113629	28,270	Arts, design, entertainment, sports, and media	37490	1	Broadcast Technicians	3	1
27-4012	2.B.3.a	Operations Analysis	31.777799978	28,270	Arts, design, entertainment, sports, and media	37490	1	Broadcast Technicians	3	1
27-4012	2.B.3.b	Technology Design	34.805582475	28,270	Arts, design, entertainment, sports, and media	37490	0	Broadcast Technicians	3	1
27-4012	2.B.3.c	Equipment Selection	49.511903331	28,270	Arts, design, entertainment, sports, and media	37490	0	Broadcast Technicians	3	1
27-4012	2.B.3.d	Installation	36.916895087	28,270	Arts, design, entertainment, sports, and media	37490	0	Broadcast Technicians	3	1
27-4012	2.B.3.e	Programming	28.385106759	28,270	Arts, design, entertainment, sports, and media	37490	0	Broadcast Technicians	3	1
27-4012	2.B.3.g	Operation Monitoring	60.166435826	28,270	Arts, design, entertainment, sports, and media	37490	0	Broadcast Technicians	3	1
27-4012	2.B.3.h	Operation and Control	48.680885072	28,270	Arts, design, entertainment, sports, and media	37490	1	Broadcast Technicians	3	1
27-4012	2.B.3.j	Equipment Maintenance	48.680885072	28,270	Arts, design, entertainment, sports, and media	37490	0	Broadcast Technicians	3	1
27-4012	2.B.3.k	Troubleshooting	50.709255284	28,270	Arts, design, entertainment, sports, and media	37490	0	Broadcast Technicians	3	1
27-4012	2.B.3.l	Repairing	45.355736761	28,270	Arts, design, entertainment, sports, and media	37490	1	Broadcast Technicians	3	1
27-4012	2.B.3.m	Quality Control Analysis	52.737625495	28,270	Arts, design, entertainment, sports, and media	37490	1	Broadcast Technicians	3	1
27-4012	2.B.4.e	Judgment and Decision Making	56.022954479	28,270	Arts, design, entertainment, sports, and media	37490	0	Broadcast Technicians	3	1
27-4012	2.B.4.g	Systems Analysis	49.684720273	28,270	Arts, design, entertainment, sports, and media	37490	0	Broadcast Technicians	3	1
27-4012	2.B.4.h	Systems Evaluation	47.388967975	28,270	Arts, design, entertainment, sports, and media	37490	1	Broadcast Technicians	3	1
27-4012	2.B.5.a	Time Management	51.713496442	28,270	Arts, design, entertainment, sports, and media	37490	1	Broadcast Technicians	3	1
27-4012	2.B.5.b	Management of Financial Resources	18.631770102	28,270	Arts, design, entertainment, sports, and media	37490	2	Broadcast Technicians	3	1
27-4012	2.B.5.c	Management of Material Resources	23.904572187	28,270	Arts, design, entertainment, sports, and media	37490	2	Broadcast Technicians	3	1
27-4012	2.B.5.d	Management of Personnel Resources	43.260011228	28,270	Arts, design, entertainment, sports, and media	37490	1	Broadcast Technicians	3	1
27-4013	2.A.1.a	Reading Comprehension	59.160797831	940	Arts, design, entertainment, sports, and media	50040	1	Radio Operators	3	1
27-4013	2.A.1.b	Active Listening	64.320625441	940	Arts, design, entertainment, sports, and media	50040	1	Radio Operators	3	1
27-4013	2.A.1.c	Writing	57.13242762	940	Arts, design, entertainment, sports, and media	50040	0	Radio Operators	3	1
27-4013	2.A.1.d	Speaking	64.187226144	940	Arts, design, entertainment, sports, and media	50040	0	Radio Operators	3	1
27-4013	2.A.1.e	Mathematics	20.182028781	940	Arts, design, entertainment, sports, and media	50040	3	Radio Operators	3	1
27-4013	2.A.1.f	Science	26.726124191	940	Arts, design, entertainment, sports, and media	50040	2	Radio Operators	3	1
27-4013	2.A.2.a	Critical Thinking	54.935026557	940	Arts, design, entertainment, sports, and media	50040	3	Radio Operators	3	1
27-4013	2.A.2.b	Active Learning	46.48348401	940	Arts, design, entertainment, sports, and media	50040	3	Radio Operators	3	1
27-4013	2.A.2.c	Learning Strategies	44.286082948	940	Arts, design, entertainment, sports, and media	50040	2	Radio Operators	3	1
27-4013	2.A.2.d	Monitoring	57.13242762	940	Arts, design, entertainment, sports, and media	50040	1	Radio Operators	3	1
27-4013	2.B.1.a	Social Perceptiveness	49.684720273	940	Arts, design, entertainment, sports, and media	50040	2	Radio Operators	3	1
27-4013	2.B.1.b	Coordination	52.737625495	940	Arts, design, entertainment, sports, and media	50040	1	Radio Operators	3	1
27-4013	2.B.1.c	Persuasion	39.115214431	940	Arts, design, entertainment, sports, and media	50040	3	Radio Operators	3	1
27-4013	2.B.1.d	Negotiation	37.96840792	940	Arts, design, entertainment, sports, and media	50040	2	Radio Operators	3	1
27-4013	2.B.1.e	Instructing	46.291004989	940	Arts, design, entertainment, sports, and media	50040	2	Radio Operators	3	1
27-4013	2.B.1.f	Service Orientation	48.680885072	940	Arts, design, entertainment, sports, and media	50040	2	Radio Operators	3	1
27-4013	2.B.2.i	Complex Problem Solving	49.684720273	940	Arts, design, entertainment, sports, and media	50040	2	Radio Operators	3	1
27-4013	2.B.3.a	Operations Analysis	25	940	Arts, design, entertainment, sports, and media	50040	2	Radio Operators	3	1
27-4013	2.B.3.b	Technology Design	22.768399153	940	Arts, design, entertainment, sports, and media	50040	1	Radio Operators	3	1
27-4013	2.B.3.c	Equipment Selection	13.363062096	940	Arts, design, entertainment, sports, and media	50040	2	Radio Operators	3	1
27-4013	2.B.3.d	Installation	8.94427191	940	Arts, design, entertainment, sports, and media	50040	1	Radio Operators	3	1
27-4013	2.B.3.e	Programming	17.92842914	940	Arts, design, entertainment, sports, and media	50040	1	Radio Operators	3	1
27-4013	2.B.3.g	Operation Monitoring	48.550415623	940	Arts, design, entertainment, sports, and media	50040	1	Radio Operators	3	1
27-4013	2.B.3.h	Operation and Control	27.516228978	940	Arts, design, entertainment, sports, and media	50040	2	Radio Operators	3	1
27-4013	2.B.3.j	Equipment Maintenance	27.226037957	940	Arts, design, entertainment, sports, and media	50040	1	Radio Operators	3	1
27-4013	2.B.3.k	Troubleshooting	36.916895087	940	Arts, design, entertainment, sports, and media	50040	1	Radio Operators	3	1
27-4013	2.B.3.l	Repairing	29.498668251	940	Arts, design, entertainment, sports, and media	50040	1	Radio Operators	3	1
27-4013	2.B.3.m	Quality Control Analysis	39.115214431	940	Arts, design, entertainment, sports, and media	50040	2	Radio Operators	3	1
27-4013	2.B.4.e	Judgment and Decision Making	50.66867164	940	Arts, design, entertainment, sports, and media	50040	2	Radio Operators	3	1
27-4013	2.B.4.g	Systems Analysis	36.878177829	940	Arts, design, entertainment, sports, and media	50040	3	Radio Operators	3	1
27-4013	2.B.4.h	Systems Evaluation	32.776298056	940	Arts, design, entertainment, sports, and media	50040	3	Radio Operators	3	1
27-4013	2.B.5.a	Time Management	51.713496442	940	Arts, design, entertainment, sports, and media	50040	1	Radio Operators	3	1
27-4013	2.B.5.b	Management of Financial Resources	0	940	Arts, design, entertainment, sports, and media	50040	3	Radio Operators	3	1
27-4013	2.B.5.c	Management of Material Resources	0	940	Arts, design, entertainment, sports, and media	50040	3	Radio Operators	3	1
27-4013	2.B.5.d	Management of Personnel Resources	40.089186287	940	Arts, design, entertainment, sports, and media	50040	2	Radio Operators	3	1
27-4014	2.A.1.a	Reading Comprehension	61.23724357	13,840	Arts, design, entertainment, sports, and media	53330	1	Sound Engineering Technicians	3	1
27-4014	2.A.1.b	Active Listening	56.806438267	13,840	Arts, design, entertainment, sports, and media	53330	2	Sound Engineering Technicians	3	1
27-4014	2.A.1.c	Writing	54.935026557	13,840	Arts, design, entertainment, sports, and media	53330	1	Sound Engineering Technicians	3	1
27-4014	2.A.1.d	Speaking	59.126015545	13,840	Arts, design, entertainment, sports, and media	53330	1	Sound Engineering Technicians	3	1
27-4014	2.A.1.e	Mathematics	34.805582475	13,840	Arts, design, entertainment, sports, and media	53330	2	Sound Engineering Technicians	3	1
27-4014	2.A.1.f	Science	8.94427191	13,840	Arts, design, entertainment, sports, and media	53330	3	Sound Engineering Technicians	3	1
27-4014	2.A.2.a	Critical Thinking	59.160797831	13,840	Arts, design, entertainment, sports, and media	53330	1	Sound Engineering Technicians	3	1
27-4014	2.A.2.b	Active Learning	53.825113629	13,840	Arts, design, entertainment, sports, and media	53330	0	Sound Engineering Technicians	3	1
27-4014	2.A.2.c	Learning Strategies	45.371482548	13,840	Arts, design, entertainment, sports, and media	53330	2	Sound Engineering Technicians	3	1
27-4014	2.A.2.d	Monitoring	58.137767415	13,840	Arts, design, entertainment, sports, and media	53330	1	Sound Engineering Technicians	3	1
27-4014	2.B.1.a	Social Perceptiveness	50.709255284	13,840	Arts, design, entertainment, sports, and media	53330	1	Sound Engineering Technicians	3	1
27-4014	2.B.1.b	Coordination	53.825113629	13,840	Arts, design, entertainment, sports, and media	53330	1	Sound Engineering Technicians	3	1
27-4014	2.B.1.c	Persuasion	49.684720273	13,840	Arts, design, entertainment, sports, and media	53330	1	Sound Engineering Technicians	3	1
27-4014	2.B.1.d	Negotiation	49.684720273	13,840	Arts, design, entertainment, sports, and media	53330	0	Sound Engineering Technicians	3	1
27-4014	2.B.1.e	Instructing	49.684720273	13,840	Arts, design, entertainment, sports, and media	53330	1	Sound Engineering Technicians	3	1
27-4014	2.B.1.f	Service Orientation	49.684720273	13,840	Arts, design, entertainment, sports, and media	53330	2	Sound Engineering Technicians	3	1
27-4014	2.B.2.i	Complex Problem Solving	53.825113629	13,840	Arts, design, entertainment, sports, and media	53330	1	Sound Engineering Technicians	3	1
27-4014	2.B.3.a	Operations Analysis	13.363062096	13,840	Arts, design, entertainment, sports, and media	53330	3	Sound Engineering Technicians	3	1
27-4014	2.B.3.b	Technology Design	36.878177829	13,840	Arts, design, entertainment, sports, and media	53330	0	Sound Engineering Technicians	3	1
27-4014	2.B.3.c	Equipment Selection	43.260011228	13,840	Arts, design, entertainment, sports, and media	53330	0	Sound Engineering Technicians	3	1
27-4014	2.B.3.d	Installation	17.92842914	13,840	Arts, design, entertainment, sports, and media	53330	1	Sound Engineering Technicians	3	1
27-4014	2.B.3.e	Programming	28.081514001	13,840	Arts, design, entertainment, sports, and media	53330	0	Sound Engineering Technicians	3	1
27-4014	2.B.3.g	Operation Monitoring	53.825113629	13,840	Arts, design, entertainment, sports, and media	53330	1	Sound Engineering Technicians	3	1
27-4014	2.B.3.h	Operation and Control	52.737625495	13,840	Arts, design, entertainment, sports, and media	53330	0	Sound Engineering Technicians	3	1
27-4014	2.B.3.j	Equipment Maintenance	44.286082948	13,840	Arts, design, entertainment, sports, and media	53330	1	Sound Engineering Technicians	3	1
27-4014	2.B.3.k	Troubleshooting	47.56949803	13,840	Arts, design, entertainment, sports, and media	53330	1	Sound Engineering Technicians	3	1
27-4014	2.B.3.l	Repairing	43.260011228	13,840	Arts, design, entertainment, sports, and media	53330	1	Sound Engineering Technicians	3	1
27-4014	2.B.3.m	Quality Control Analysis	49.684720273	13,840	Arts, design, entertainment, sports, and media	53330	1	Sound Engineering Technicians	3	1
27-4014	2.B.4.e	Judgment and Decision Making	51.713496442	13,840	Arts, design, entertainment, sports, and media	53330	2	Sound Engineering Technicians	3	1
27-4014	2.B.4.g	Systems Analysis	50.66867164	13,840	Arts, design, entertainment, sports, and media	53330	0	Sound Engineering Technicians	3	1
27-4014	2.B.4.h	Systems Evaluation	49.511903331	13,840	Arts, design, entertainment, sports, and media	53330	0	Sound Engineering Technicians	3	1
27-4014	2.B.5.a	Time Management	51.713496442	13,840	Arts, design, entertainment, sports, and media	53330	1	Sound Engineering Technicians	3	1
27-4014	2.B.5.b	Management of Financial Resources	28.385106759	13,840	Arts, design, entertainment, sports, and media	53330	1	Sound Engineering Technicians	3	1
27-4014	2.B.5.c	Management of Material Resources	29.277002188	13,840	Arts, design, entertainment, sports, and media	53330	1	Sound Engineering Technicians	3	1
27-4014	2.B.5.d	Management of Personnel Resources	45.371482548	13,840	Arts, design, entertainment, sports, and media	53330	1	Sound Engineering Technicians	3	1
27-4021	2.A.1.a	Reading Comprehension	51.713496442	50,070	Arts, design, entertainment, sports, and media	31710	3	Photographers	3	1
27-4021	2.A.1.b	Active Listening	64.475909122	50,070	Arts, design, entertainment, sports, and media	31710	1	Photographers	3	1
27-4021	2.A.1.c	Writing	49.684720273	50,070	Arts, design, entertainment, sports, and media	31710	2	Photographers	3	1
27-4021	2.A.1.d	Speaking	57.008771255	50,070	Arts, design, entertainment, sports, and media	31710	2	Photographers	3	1
27-4021	2.A.1.e	Mathematics	26.726124191	50,070	Arts, design, entertainment, sports, and media	31710	3	Photographers	3	1
27-4021	2.A.1.f	Science	29.498668251	50,070	Arts, design, entertainment, sports, and media	31710	1	Photographers	3	1
27-4021	2.A.2.a	Critical Thinking	50.709255284	50,070	Arts, design, entertainment, sports, and media	31710	3	Photographers	3	1
27-4021	2.A.2.b	Active Learning	50.709255284	50,070	Arts, design, entertainment, sports, and media	31710	2	Photographers	3	1
27-4021	2.A.2.c	Learning Strategies	46.48348401	50,070	Arts, design, entertainment, sports, and media	31710	1	Photographers	3	1
27-4021	2.A.2.d	Monitoring	50.709255284	50,070	Arts, design, entertainment, sports, and media	31710	3	Photographers	3	1
27-4021	2.B.1.a	Social Perceptiveness	52.737625495	50,070	Arts, design, entertainment, sports, and media	31710	1	Photographers	3	1
27-4021	2.B.1.b	Coordination	50.709255284	50,070	Arts, design, entertainment, sports, and media	31710	2	Photographers	3	1
27-4021	2.B.1.c	Persuasion	48.680885072	50,070	Arts, design, entertainment, sports, and media	31710	1	Photographers	3	1
27-4021	2.B.1.d	Negotiation	45.355736761	50,070	Arts, design, entertainment, sports, and media	31710	1	Photographers	3	1
27-4021	2.B.1.e	Instructing	50.709255284	50,070	Arts, design, entertainment, sports, and media	31710	1	Photographers	3	1
27-4021	2.B.1.f	Service Orientation	51.713496442	50,070	Arts, design, entertainment, sports, and media	31710	1	Photographers	3	1
27-4021	2.B.2.i	Complex Problem Solving	50.709255284	50,070	Arts, design, entertainment, sports, and media	31710	2	Photographers	3	1
27-4021	2.B.3.a	Operations Analysis	48.680885072	50,070	Arts, design, entertainment, sports, and media	31710	0	Photographers	3	1
27-4021	2.B.3.b	Technology Design	29.277002188	50,070	Arts, design, entertainment, sports, and media	31710	0	Photographers	3	1
27-4021	2.B.3.c	Equipment Selection	29.277002188	50,070	Arts, design, entertainment, sports, and media	31710	1	Photographers	3	1
27-4021	2.B.3.d	Installation	9.4491118252	50,070	Arts, design, entertainment, sports, and media	31710	1	Photographers	3	1
27-4021	2.B.3.e	Programming	18.631770102	50,070	Arts, design, entertainment, sports, and media	31710	1	Photographers	3	1
27-4021	2.B.3.g	Operation Monitoring	36.916895087	50,070	Arts, design, entertainment, sports, and media	31710	2	Photographers	3	1
27-4021	2.B.3.h	Operation and Control	36.916895087	50,070	Arts, design, entertainment, sports, and media	31710	2	Photographers	3	1
27-4021	2.B.3.j	Equipment Maintenance	11.64964745	50,070	Arts, design, entertainment, sports, and media	31710	2	Photographers	3	1
27-4021	2.B.3.k	Troubleshooting	31.325024228	50,070	Arts, design, entertainment, sports, and media	31710	2	Photographers	3	1
27-4021	2.B.3.l	Repairing	0	50,070	Arts, design, entertainment, sports, and media	31710	3	Photographers	3	1
27-4021	2.B.3.m	Quality Control Analysis	35.85685828	50,070	Arts, design, entertainment, sports, and media	31710	2	Photographers	3	1
27-4021	2.B.4.e	Judgment and Decision Making	50.709255284	50,070	Arts, design, entertainment, sports, and media	31710	2	Photographers	3	1
27-4021	2.B.4.g	Systems Analysis	34.805582475	50,070	Arts, design, entertainment, sports, and media	31710	3	Photographers	3	1
27-4021	2.B.4.h	Systems Evaluation	33.806170189	50,070	Arts, design, entertainment, sports, and media	31710	3	Photographers	3	1
27-4021	2.B.5.a	Time Management	50.709255284	50,070	Arts, design, entertainment, sports, and media	31710	2	Photographers	3	1
27-4021	2.B.5.b	Management of Financial Resources	16.300744944	50,070	Arts, design, entertainment, sports, and media	31710	3	Photographers	3	1
27-4021	2.B.5.c	Management of Material Resources	18.631770102	50,070	Arts, design, entertainment, sports, and media	31710	3	Photographers	3	1
27-4021	2.B.5.d	Management of Personnel Resources	49.684720273	50,070	Arts, design, entertainment, sports, and media	31710	0	Photographers	3	1
27-4031	2.A.1.a	Reading Comprehension	51.713496442	20,060	Arts, design, entertainment, sports, and media	49080	3	Camera Operators, Television, Video, and Motion Picture	3	1
27-4031	2.A.1.b	Active Listening	57.008771255	20,060	Arts, design, entertainment, sports, and media	49080	2	Camera Operators, Television, Video, and Motion Picture	3	1
27-4031	2.A.1.c	Writing	46.291004989	20,060	Arts, design, entertainment, sports, and media	49080	3	Camera Operators, Television, Video, and Motion Picture	3	1
27-4031	2.A.1.d	Speaking	54.891060943	20,060	Arts, design, entertainment, sports, and media	49080	2	Camera Operators, Television, Video, and Motion Picture	3	1
27-4031	2.A.1.e	Mathematics	34.805582475	20,060	Arts, design, entertainment, sports, and media	49080	2	Camera Operators, Television, Video, and Motion Picture	3	1
27-4031	2.A.1.f	Science	14.040757	20,060	Arts, design, entertainment, sports, and media	49080	3	Camera Operators, Television, Video, and Motion Picture	3	1
27-4031	2.A.2.a	Critical Thinking	57.008771255	20,060	Arts, design, entertainment, sports, and media	49080	2	Camera Operators, Television, Video, and Motion Picture	3	1
27-4031	2.A.2.b	Active Learning	51.713496442	20,060	Arts, design, entertainment, sports, and media	49080	1	Camera Operators, Television, Video, and Motion Picture	3	1
27-4031	2.A.2.c	Learning Strategies	43.260011228	20,060	Arts, design, entertainment, sports, and media	49080	2	Camera Operators, Television, Video, and Motion Picture	3	1
27-4031	2.A.2.d	Monitoring	50.709255284	20,060	Arts, design, entertainment, sports, and media	49080	3	Camera Operators, Television, Video, and Motion Picture	3	1
27-4031	2.B.1.a	Social Perceptiveness	50.66867164	20,060	Arts, design, entertainment, sports, and media	49080	2	Camera Operators, Television, Video, and Motion Picture	3	1
27-4031	2.B.1.b	Coordination	59.126015545	20,060	Arts, design, entertainment, sports, and media	49080	0	Camera Operators, Television, Video, and Motion Picture	3	1
27-4031	2.B.1.c	Persuasion	44.320263021	20,060	Arts, design, entertainment, sports, and media	49080	2	Camera Operators, Television, Video, and Motion Picture	3	1
27-4031	2.B.1.d	Negotiation	33.806170189	20,060	Arts, design, entertainment, sports, and media	49080	3	Camera Operators, Television, Video, and Motion Picture	3	1
27-4031	2.B.1.e	Instructing	40.089186287	20,060	Arts, design, entertainment, sports, and media	49080	3	Camera Operators, Television, Video, and Motion Picture	3	1
27-4031	2.B.1.f	Service Orientation	43.260011228	20,060	Arts, design, entertainment, sports, and media	49080	3	Camera Operators, Television, Video, and Motion Picture	3	1
27-4031	2.B.2.i	Complex Problem Solving	51.713496442	20,060	Arts, design, entertainment, sports, and media	49080	2	Camera Operators, Television, Video, and Motion Picture	3	1
27-4031	2.B.3.a	Operations Analysis	36.916895087	20,060	Arts, design, entertainment, sports, and media	49080	1	Camera Operators, Television, Video, and Motion Picture	3	1
27-4031	2.B.3.b	Technology Design	32.557641192	20,060	Arts, design, entertainment, sports, and media	49080	0	Camera Operators, Television, Video, and Motion Picture	3	1
27-4031	2.B.3.c	Equipment Selection	43.260011228	20,060	Arts, design, entertainment, sports, and media	49080	0	Camera Operators, Television, Video, and Motion Picture	3	1
27-4031	2.B.3.d	Installation	8.94427191	20,060	Arts, design, entertainment, sports, and media	49080	1	Camera Operators, Television, Video, and Motion Picture	3	1
27-4031	2.B.3.e	Programming	14.040757	20,060	Arts, design, entertainment, sports, and media	49080	2	Camera Operators, Television, Video, and Motion Picture	3	1
27-4031	2.B.3.g	Operation Monitoring	50.709255284	20,060	Arts, design, entertainment, sports, and media	49080	1	Camera Operators, Television, Video, and Motion Picture	3	1
27-4031	2.B.3.h	Operation and Control	54.935026557	20,060	Arts, design, entertainment, sports, and media	49080	0	Camera Operators, Television, Video, and Motion Picture	3	1
27-4031	2.B.3.j	Equipment Maintenance	22.360679775	20,060	Arts, design, entertainment, sports, and media	49080	2	Camera Operators, Television, Video, and Motion Picture	3	1
27-4031	2.B.3.k	Troubleshooting	35.754719968	20,060	Arts, design, entertainment, sports, and media	49080	1	Camera Operators, Television, Video, and Motion Picture	3	1
27-4031	2.B.3.l	Repairing	21.514114968	20,060	Arts, design, entertainment, sports, and media	49080	2	Camera Operators, Television, Video, and Motion Picture	3	1
27-4031	2.B.3.m	Quality Control Analysis	51.713496442	20,060	Arts, design, entertainment, sports, and media	49080	1	Camera Operators, Television, Video, and Motion Picture	3	1
27-4031	2.B.4.e	Judgment and Decision Making	53.825113629	20,060	Arts, design, entertainment, sports, and media	49080	1	Camera Operators, Television, Video, and Motion Picture	3	1
27-4031	2.B.4.g	Systems Analysis	35.85685828	20,060	Arts, design, entertainment, sports, and media	49080	3	Camera Operators, Television, Video, and Motion Picture	3	1
27-4031	2.B.4.h	Systems Evaluation	37.96840792	20,060	Arts, design, entertainment, sports, and media	49080	2	Camera Operators, Television, Video, and Motion Picture	3	1
27-4031	2.B.5.a	Time Management	53.825113629	20,060	Arts, design, entertainment, sports, and media	49080	1	Camera Operators, Television, Video, and Motion Picture	3	1
27-4031	2.B.5.b	Management of Financial Resources	17.92842914	20,060	Arts, design, entertainment, sports, and media	49080	2	Camera Operators, Television, Video, and Motion Picture	3	1
27-4031	2.B.5.c	Management of Material Resources	35.8345404	20,060	Arts, design, entertainment, sports, and media	49080	0	Camera Operators, Television, Video, and Motion Picture	3	1
27-4031	2.B.5.d	Management of Personnel Resources	43.260011228	20,060	Arts, design, entertainment, sports, and media	49080	1	Camera Operators, Television, Video, and Motion Picture	3	1
27-4032	2.A.1.a	Reading Comprehension	59.160797831	27,660	Arts, design, entertainment, sports, and media	61750	1	Film and Video Editors	3	1
27-4032	2.A.1.b	Active Listening	61.189168042	27,660	Arts, design, entertainment, sports, and media	61750	1	Film and Video Editors	3	1
27-4032	2.A.1.c	Writing	52.737625495	27,660	Arts, design, entertainment, sports, and media	61750	1	Film and Video Editors	3	1
27-4032	2.A.1.d	Speaking	54.891060943	27,660	Arts, design, entertainment, sports, and media	61750	2	Film and Video Editors	3	1
27-4032	2.A.1.e	Mathematics	31.622776602	27,660	Arts, design, entertainment, sports, and media	61750	3	Film and Video Editors	3	1
27-4032	2.A.1.f	Science	0	27,660	Arts, design, entertainment, sports, and media	61750	3	Film and Video Editors	3	1
27-4032	2.A.2.a	Critical Thinking	57.008771255	27,660	Arts, design, entertainment, sports, and media	61750	2	Film and Video Editors	3	1
27-4032	2.A.2.b	Active Learning	52.737625495	27,660	Arts, design, entertainment, sports, and media	61750	1	Film and Video Editors	3	1
27-4032	2.A.2.c	Learning Strategies	45.371482548	27,660	Arts, design, entertainment, sports, and media	61750	2	Film and Video Editors	3	1
27-4032	2.A.2.d	Monitoring	51.713496442	27,660	Arts, design, entertainment, sports, and media	61750	2	Film and Video Editors	3	1
27-4032	2.B.1.a	Social Perceptiveness	46.43151639	27,660	Arts, design, entertainment, sports, and media	61750	3	Film and Video Editors	3	1
27-4032	2.B.1.b	Coordination	52.779866291	27,660	Arts, design, entertainment, sports, and media	61750	1	Film and Video Editors	3	1
27-4032	2.B.1.c	Persuasion	47.56949803	27,660	Arts, design, entertainment, sports, and media	61750	1	Film and Video Editors	3	1
27-4032	2.B.1.d	Negotiation	44.286082948	27,660	Arts, design, entertainment, sports, and media	61750	1	Film and Video Editors	3	1
27-4032	2.B.1.e	Instructing	45.371482548	27,660	Arts, design, entertainment, sports, and media	61750	2	Film and Video Editors	3	1
27-4032	2.B.1.f	Service Orientation	45.371482548	27,660	Arts, design, entertainment, sports, and media	61750	2	Film and Video Editors	3	1
27-4032	2.B.2.i	Complex Problem Solving	52.737625495	27,660	Arts, design, entertainment, sports, and media	61750	1	Film and Video Editors	3	1
27-4032	2.B.3.a	Operations Analysis	34.805582475	27,660	Arts, design, entertainment, sports, and media	61750	1	Film and Video Editors	3	1
27-4032	2.B.3.b	Technology Design	32.557641192	27,660	Arts, design, entertainment, sports, and media	61750	0	Film and Video Editors	3	1
27-4032	2.B.3.c	Equipment Selection	17.196345127	27,660	Arts, design, entertainment, sports, and media	61750	2	Film and Video Editors	3	1
27-4032	2.B.3.d	Installation	11.027239002	27,660	Arts, design, entertainment, sports, and media	61750	1	Film and Video Editors	3	1
27-4032	2.B.3.e	Programming	22.360679775	27,660	Arts, design, entertainment, sports, and media	61750	0	Film and Video Editors	3	1
27-4032	2.B.3.g	Operation Monitoring	36.878177829	27,660	Arts, design, entertainment, sports, and media	61750	2	Film and Video Editors	3	1
27-4032	2.B.3.h	Operation and Control	17.196345127	27,660	Arts, design, entertainment, sports, and media	61750	3	Film and Video Editors	3	1
27-4032	2.B.3.j	Equipment Maintenance	0	27,660	Arts, design, entertainment, sports, and media	61750	3	Film and Video Editors	3	1
27-4032	2.B.3.k	Troubleshooting	27.226037957	27,660	Arts, design, entertainment, sports, and media	61750	2	Film and Video Editors	3	1
27-4032	2.B.3.l	Repairing	0	27,660	Arts, design, entertainment, sports, and media	61750	3	Film and Video Editors	3	1
27-4032	2.B.3.m	Quality Control Analysis	41.040050125	27,660	Arts, design, entertainment, sports, and media	61750	2	Film and Video Editors	3	1
27-4032	2.B.4.e	Judgment and Decision Making	53.825113629	27,660	Arts, design, entertainment, sports, and media	61750	1	Film and Video Editors	3	1
27-4032	2.B.4.g	Systems Analysis	44.286082948	27,660	Arts, design, entertainment, sports, and media	61750	1	Film and Video Editors	3	1
27-4032	2.B.4.h	Systems Evaluation	43.260011228	27,660	Arts, design, entertainment, sports, and media	61750	1	Film and Video Editors	3	1
27-4032	2.B.5.a	Time Management	56.022954479	27,660	Arts, design, entertainment, sports, and media	61750	0	Film and Video Editors	3	1
27-4032	2.B.5.b	Management of Financial Resources	21.514114968	27,660	Arts, design, entertainment, sports, and media	61750	2	Film and Video Editors	3	1
27-4032	2.B.5.c	Management of Material Resources	21.514114968	27,660	Arts, design, entertainment, sports, and media	61750	2	Film and Video Editors	3	1
27-4032	2.B.5.d	Management of Personnel Resources	41.231056256	27,660	Arts, design, entertainment, sports, and media	61750	2	Film and Video Editors	3	1
29-0000	2.A.1.a	Reading Comprehension	68.951146815	8,021,800	Healthcare practitioners and technical	62610	0	Healthcare practitioners and technical		2
29-0000	2.A.1.b	Active Listening	67.669390135	8,021,800	Healthcare practitioners and technical	62610	0	Healthcare practitioners and technical		2
29-0000	2.A.1.c	Writing	61.329345819	8,021,800	Healthcare practitioners and technical	62610	1	Healthcare practitioners and technical		2
29-0000	2.A.1.d	Speaking	65.604029075	8,021,800	Healthcare practitioners and technical	62610	1	Healthcare practitioners and technical		2
29-0000	2.A.1.e	Mathematics	44.940643285	8,021,800	Healthcare practitioners and technical	62610	1	Healthcare practitioners and technical		2
29-0000	2.A.1.f	Science	52.692766813	8,021,800	Healthcare practitioners and technical	62610	0	Healthcare practitioners and technical		2
29-0000	2.A.2.a	Critical Thinking	66.570798518	8,021,800	Healthcare practitioners and technical	62610	1	Healthcare practitioners and technical		2
29-0000	2.A.2.b	Active Learning	61.123854443	8,021,800	Healthcare practitioners and technical	62610	0	Healthcare practitioners and technical		2
