SOCCode	Element_ID	Element_Name	average_scale	TOT_EMP	major_occ	annual_earnings	scale_SOCrank	SOCTitle	jobzone	scale_rank
31-9091	1.C.2.b	Leadership	70.999999046	323,110	Healthcare support	35980		Dental Assistants	3	2
31-9091	1.C.3.a	Cooperation	94.799995422	323,110	Healthcare support	35980		Dental Assistants	3	0
31-9091	1.C.3.b	Concern for Others	90.399999619	323,110	Healthcare support	35980		Dental Assistants	3	0
31-9091	1.C.3.c	Social Orientation	89.399995804	323,110	Healthcare support	35980		Dental Assistants	3	0
31-9091	1.C.4.a	Self Control	93.599996567	323,110	Healthcare support	35980		Dental Assistants	3	0
31-9091	1.C.4.b	Stress Tolerance	84.399995804	323,110	Healthcare support	35980		Dental Assistants	3	1
31-9091	1.C.4.c	Adaptability/Flexibility	86.800003052	323,110	Healthcare support	35980		Dental Assistants	3	0
31-9091	1.C.5.a	Dependability	93.599996567	323,110	Healthcare support	35980		Dental Assistants	3	0
31-9091	1.C.5.b	Attention to Detail	94.399995804	323,110	Healthcare support	35980		Dental Assistants	3	0
31-9091	1.C.5.c	Integrity	94.200000763	323,110	Healthcare support	35980		Dental Assistants	3	0
31-9091	1.C.6	Independence	85	323,110	Healthcare support	35980		Dental Assistants	3	0
31-9091	1.C.7.a	Innovation	68.000001907	323,110	Healthcare support	35980		Dental Assistants	3	2
31-9091	1.C.7.b	Analytical Thinking	71.799998283	323,110	Healthcare support	35980		Dental Assistants	3	2
31-9092	1.C.1.a	Achievement/Effort	81.599998474	601,240	Healthcare support	30590		Medical Assistants	3	0
31-9092	1.C.1.b	Persistence	79.400000572	601,240	Healthcare support	30590		Medical Assistants	3	1
31-9092	1.C.1.c	Initiative	82.399997711	601,240	Healthcare support	30590		Medical Assistants	3	1
31-9092	1.C.2.b	Leadership	77.600002289	601,240	Healthcare support	30590		Medical Assistants	3	0
31-9092	1.C.3.a	Cooperation	90.799999237	601,240	Healthcare support	30590		Medical Assistants	3	0
31-9092	1.C.3.b	Concern for Others	88.400001526	601,240	Healthcare support	30590		Medical Assistants	3	0
31-9092	1.C.3.c	Social Orientation	83.199996948	601,240	Healthcare support	30590		Medical Assistants	3	0
31-9092	1.C.4.a	Self Control	89.799995422	601,240	Healthcare support	30590		Medical Assistants	3	0
31-9092	1.C.4.b	Stress Tolerance	89.200000763	601,240	Healthcare support	30590		Medical Assistants	3	0
31-9092	1.C.4.c	Adaptability/Flexibility	85	601,240	Healthcare support	30590		Medical Assistants	3	1
31-9092	1.C.5.a	Dependability	95.200004578	601,240	Healthcare support	30590		Medical Assistants	3	0
31-9092	1.C.5.b	Attention to Detail	96.000003815	601,240	Healthcare support	30590		Medical Assistants	3	0
31-9092	1.C.5.c	Integrity	93.599996567	601,240	Healthcare support	30590		Medical Assistants	3	0
31-9092	1.C.6	Independence	83.800001144	601,240	Healthcare support	30590		Medical Assistants	3	1
31-9092	1.C.7.a	Innovation	75	601,240	Healthcare support	30590		Medical Assistants	3	1
31-9092	1.C.7.b	Analytical Thinking	84.399995804	601,240	Healthcare support	30590		Medical Assistants	3	0
31-9093	1.C.1.a	Achievement/Effort	83.800001144	50,330	Healthcare support	33330		Medical Equipment Preparers	2	0
31-9093	1.C.1.b	Persistence	80.600004196	50,330	Healthcare support	33330		Medical Equipment Preparers	2	0
31-9093	1.C.1.c	Initiative	84.200000763	50,330	Healthcare support	33330		Medical Equipment Preparers	2	0
31-9093	1.C.2.b	Leadership	73.600001335	50,330	Healthcare support	33330		Medical Equipment Preparers	2	0
31-9093	1.C.3.a	Cooperation	89.200000763	50,330	Healthcare support	33330		Medical Equipment Preparers	2	0
31-9093	1.C.3.b	Concern for Others	85.399999619	50,330	Healthcare support	33330		Medical Equipment Preparers	2	0
31-9093	1.C.3.c	Social Orientation	85.200004578	50,330	Healthcare support	33330		Medical Equipment Preparers	2	0
31-9093	1.C.4.a	Self Control	84.600000381	50,330	Healthcare support	33330		Medical Equipment Preparers	2	0
31-9093	1.C.4.b	Stress Tolerance	87.399997711	50,330	Healthcare support	33330		Medical Equipment Preparers	2	0
31-9093	1.C.4.c	Adaptability/Flexibility	84.799995422	50,330	Healthcare support	33330		Medical Equipment Preparers	2	0
31-9093	1.C.5.a	Dependability	91.800003052	50,330	Healthcare support	33330		Medical Equipment Preparers	2	0
31-9093	1.C.5.b	Attention to Detail	94.200000763	50,330	Healthcare support	33330		Medical Equipment Preparers	2	0
31-9093	1.C.5.c	Integrity	86.599998474	50,330	Healthcare support	33330		Medical Equipment Preparers	2	0
31-9093	1.C.6	Independence	88.599996567	50,330	Healthcare support	33330		Medical Equipment Preparers	2	0
31-9093	1.C.7.a	Innovation	72.600002289	50,330	Healthcare support	33330		Medical Equipment Preparers	2	0
31-9093	1.C.7.b	Analytical Thinking	78.600001335	50,330	Healthcare support	33330		Medical Equipment Preparers	2	0
31-9094	1.C.1.a	Achievement/Effort	75.399999619	57,830	Healthcare support	34890		Medical Transcriptionists	3	2
31-9094	1.C.1.b	Persistence	66.199998856	57,830	Healthcare support	34890		Medical Transcriptionists	3	3
31-9094	1.C.1.c	Initiative	74.600000381	57,830	Healthcare support	34890		Medical Transcriptionists	3	3
31-9094	1.C.2.b	Leadership	53.600001335	57,830	Healthcare support	34890		Medical Transcriptionists	3	3
31-9094	1.C.3.a	Cooperation	78.200001717	57,830	Healthcare support	34890		Medical Transcriptionists	3	3
31-9094	1.C.3.b	Concern for Others	67.199997902	57,830	Healthcare support	34890		Medical Transcriptionists	3	3
31-9094	1.C.3.c	Social Orientation	47.600002289	57,830	Healthcare support	34890		Medical Transcriptionists	3	3
31-9094	1.C.4.a	Self Control	66.599998474	57,830	Healthcare support	34890		Medical Transcriptionists	3	3
31-9094	1.C.4.b	Stress Tolerance	68.600001335	57,830	Healthcare support	34890		Medical Transcriptionists	3	3
31-9094	1.C.4.c	Adaptability/Flexibility	70.999999046	57,830	Healthcare support	34890		Medical Transcriptionists	3	3
31-9094	1.C.5.a	Dependability	90.399999619	57,830	Healthcare support	34890		Medical Transcriptionists	3	1
31-9094	1.C.5.b	Attention to Detail	90.799999237	57,830	Healthcare support	34890		Medical Transcriptionists	3	1
31-9094	1.C.5.c	Integrity	86.199998856	57,830	Healthcare support	34890		Medical Transcriptionists	3	2
31-9094	1.C.6	Independence	89.200000763	57,830	Healthcare support	34890		Medical Transcriptionists	3	0
31-9094	1.C.7.a	Innovation	56.599998474	57,830	Healthcare support	34890		Medical Transcriptionists	3	3
31-9094	1.C.7.b	Analytical Thinking	57.199997902	57,830	Healthcare support	34890		Medical Transcriptionists	3	3
31-9095	1.C.1.a	Achievement/Effort	63.000001907	38,040	Healthcare support	24450		Pharmacy Aides	2	3
31-9095	1.C.1.b	Persistence	61.399998665	38,040	Healthcare support	24450		Pharmacy Aides	2	3
31-9095	1.C.1.c	Initiative	71.799998283	38,040	Healthcare support	24450		Pharmacy Aides	2	2
31-9095	1.C.2.b	Leadership	50.199999809	38,040	Healthcare support	24450		Pharmacy Aides	2	3
31-9095	1.C.3.a	Cooperation	85.799999237	38,040	Healthcare support	24450		Pharmacy Aides	2	0
31-9095	1.C.3.b	Concern for Others	74.600000381	38,040	Healthcare support	24450		Pharmacy Aides	2	1
31-9095	1.C.3.c	Social Orientation	78.000001907	38,040	Healthcare support	24450		Pharmacy Aides	2	0
31-9095	1.C.4.a	Self Control	90.399999619	38,040	Healthcare support	24450		Pharmacy Aides	2	0
31-9095	1.C.4.b	Stress Tolerance	79.800000191	38,040	Healthcare support	24450		Pharmacy Aides	2	1
31-9095	1.C.4.c	Adaptability/Flexibility	74.400000572	38,040	Healthcare support	24450		Pharmacy Aides	2	2
31-9095	1.C.5.a	Dependability	79.000000954	38,040	Healthcare support	24450		Pharmacy Aides	2	3
31-9095	1.C.5.b	Attention to Detail	83.800001144	38,040	Healthcare support	24450		Pharmacy Aides	2	2
31-9095	1.C.5.c	Integrity	92.79999733	38,040	Healthcare support	24450		Pharmacy Aides	2	0
31-9095	1.C.6	Independence	64.600000381	38,040	Healthcare support	24450		Pharmacy Aides	2	3
31-9095	1.C.7.a	Innovation	57.199997902	38,040	Healthcare support	24450		Pharmacy Aides	2	3
31-9095	1.C.7.b	Analytical Thinking	64.400000572	38,040	Healthcare support	24450		Pharmacy Aides	2	2
31-9096	1.C.1.a	Achievement/Effort	80.399999619	75,620	Healthcare support	24360		Veterinary Assistants and Laboratory Animal Caretakers	3	1
31-9096	1.C.1.b	Persistence	78.800001144	75,620	Healthcare support	24360		Veterinary Assistants and Laboratory Animal Caretakers	3	1
31-9096	1.C.1.c	Initiative	90.799999237	75,620	Healthcare support	24360		Veterinary Assistants and Laboratory Animal Caretakers	3	0
31-9096	1.C.2.b	Leadership	70.199999809	75,620	Healthcare support	24360		Veterinary Assistants and Laboratory Animal Caretakers	3	2
31-9096	1.C.3.a	Cooperation	93.800001144	75,620	Healthcare support	24360		Veterinary Assistants and Laboratory Animal Caretakers	3	0
31-9096	1.C.3.b	Concern for Others	89.200000763	75,620	Healthcare support	24360		Veterinary Assistants and Laboratory Animal Caretakers	3	0
31-9096	1.C.3.c	Social Orientation	79.400000572	75,620	Healthcare support	24360		Veterinary Assistants and Laboratory Animal Caretakers	3	0
31-9096	1.C.4.a	Self Control	88.599996567	75,620	Healthcare support	24360		Veterinary Assistants and Laboratory Animal Caretakers	3	1
31-9096	1.C.4.b	Stress Tolerance	93.400001526	75,620	Healthcare support	24360		Veterinary Assistants and Laboratory Animal Caretakers	3	0
31-9096	1.C.4.c	Adaptability/Flexibility	85.200004578	75,620	Healthcare support	24360		Veterinary Assistants and Laboratory Animal Caretakers	3	1
31-9096	1.C.5.a	Dependability	90.600004196	75,620	Healthcare support	24360		Veterinary Assistants and Laboratory Animal Caretakers	3	1
31-9096	1.C.5.b	Attention to Detail	93.999996185	75,620	Healthcare support	24360		Veterinary Assistants and Laboratory Animal Caretakers	3	0
31-9096	1.C.5.c	Integrity	93.000001907	75,620	Healthcare support	24360		Veterinary Assistants and Laboratory Animal Caretakers	3	1
31-9096	1.C.6	Independence	76.999998093	75,620	Healthcare support	24360		Veterinary Assistants and Laboratory Animal Caretakers	3	2
31-9096	1.C.7.a	Innovation	65.399999619	75,620	Healthcare support	24360		Veterinary Assistants and Laboratory Animal Caretakers	3	3
31-9096	1.C.7.b	Analytical Thinking	66.199998856	75,620	Healthcare support	24360		Veterinary Assistants and Laboratory Animal Caretakers	3	3
31-9097	1.C.1.a	Achievement/Effort	81.000003815	118,160	Healthcare support	31630		Phlebotomists	3	0
31-9097	1.C.1.b	Persistence	77.199997902	118,160	Healthcare support	31630		Phlebotomists	3	2
31-9097	1.C.1.c	Initiative	86.599998474	118,160	Healthcare support	31630		Phlebotomists	3	0
31-9097	1.C.2.b	Leadership	69.600000381	118,160	Healthcare support	31630		Phlebotomists	3	2
31-9097	1.C.3.a	Cooperation	93.999996185	118,160	Healthcare support	31630		Phlebotomists	3	0
31-9097	1.C.3.b	Concern for Others	95	118,160	Healthcare support	31630		Phlebotomists	3	0
31-9097	1.C.3.c	Social Orientation	76.999998093	118,160	Healthcare support	31630		Phlebotomists	3	1
31-9097	1.C.4.a	Self Control	95	118,160	Healthcare support	31630		Phlebotomists	3	0
31-9097	1.C.4.b	Stress Tolerance	96.000003815	118,160	Healthcare support	31630		Phlebotomists	3	0
31-9097	1.C.4.c	Adaptability/Flexibility	86.000003815	118,160	Healthcare support	31630		Phlebotomists	3	0
31-9097	1.C.5.a	Dependability	96.000003815	118,160	Healthcare support	31630		Phlebotomists	3	0
31-9097	1.C.5.b	Attention to Detail	96.999998093	118,160	Healthcare support	31630		Phlebotomists	3	0
31-9097	1.C.5.c	Integrity	96.999998093	118,160	Healthcare support	31630		Phlebotomists	3	0
31-9097	1.C.6	Independence	88.000001907	118,160	Healthcare support	31630		Phlebotomists	3	0
31-9097	1.C.7.a	Innovation	71.999998093	118,160	Healthcare support	31630		Phlebotomists	3	2
31-9097	1.C.7.b	Analytical Thinking	80	118,160	Healthcare support	31630		Phlebotomists	3	1
31-9099	1.C.1.a	Achievement/Effort	79.70000267	95,290	Healthcare support	35780		Healthcare Support Workers, All Other	3	1
31-9099	1.C.1.b	Persistence	81.100001335	95,290	Healthcare support	35780		Healthcare Support Workers, All Other	3	1
31-9099	1.C.1.c	Initiative	87.399997711	95,290	Healthcare support	35780		Healthcare Support Workers, All Other	3	0
31-9099	1.C.2.b	Leadership	71.000001431	95,290	Healthcare support	35780		Healthcare Support Workers, All Other	3	2
31-9099	1.C.3.a	Cooperation	90.799999237	95,290	Healthcare support	35780		Healthcare Support Workers, All Other	3	0
31-9099	1.C.3.b	Concern for Others	92.20000267	95,290	Healthcare support	35780		Healthcare Support Workers, All Other	3	0
31-9099	1.C.3.c	Social Orientation	84.800000191	95,290	Healthcare support	35780		Healthcare Support Workers, All Other	3	0
31-9099	1.C.4.a	Self Control	92.899999619	95,290	Healthcare support	35780		Healthcare Support Workers, All Other	3	0
31-9099	1.C.4.b	Stress Tolerance	84.800000191	95,290	Healthcare support	35780		Healthcare Support Workers, All Other	3	1
31-9099	1.C.4.c	Adaptability/Flexibility	89.099998474	95,290	Healthcare support	35780		Healthcare Support Workers, All Other	3	0
31-9099	1.C.5.a	Dependability	92.20000267	95,290	Healthcare support	35780		Healthcare Support Workers, All Other	3	1
31-9099	1.C.5.b	Attention to Detail	90.399999619	95,290	Healthcare support	35780		Healthcare Support Workers, All Other	3	2
31-9099	1.C.5.c	Integrity	90.300002098	95,290	Healthcare support	35780		Healthcare Support Workers, All Other	3	1
31-9099	1.C.6	Independence	82.199997902	95,290	Healthcare support	35780		Healthcare Support Workers, All Other	3	1
31-9099	1.C.7.a	Innovation	78.600001335	95,290	Healthcare support	35780		Healthcare Support Workers, All Other	3	0
31-9099	1.C.7.b	Analytical Thinking	80.999999046	95,290	Healthcare support	35780		Healthcare Support Workers, All Other	3	1
33-0000	1.C.1.a	Achievement/Effort	73.172413727	3,351,620	Protective service	37730	2	Protective service		
33-0000	1.C.1.b	Persistence	78.882759193	3,351,620	Protective service	37730	2	Protective service		
33-0000	1.C.1.c	Initiative	80.620689885	3,351,620	Protective service	37730	2	Protective service		
33-0000	1.C.2.b	Leadership	77.441379448	3,351,620	Protective service	37730	0	Protective service		
33-0000	1.C.3.a	Cooperation	83.068965057	3,351,620	Protective service	37730	2	Protective service		
33-0000	1.C.3.b	Concern for Others	79.800000191	3,351,620	Protective service	37730	1	Protective service		
33-0000	1.C.3.c	Social Orientation	70.924137707	3,351,620	Protective service	37730	1	Protective service		
33-0000	1.C.4.a	Self Control	86.531034338	3,351,620	Protective service	37730	0	Protective service		
33-0000	1.C.4.b	Stress Tolerance	85.08965558	3,351,620	Protective service	37730	0	Protective service		
33-0000	1.C.4.c	Adaptability/Flexibility	80.399999783	3,351,620	Protective service	37730	1	Protective service		
33-0000	1.C.5.a	Dependability	87.903447973	3,351,620	Protective service	37730	2	Protective service		
33-0000	1.C.5.b	Attention to Detail	85.889655311	3,351,620	Protective service	37730	2	Protective service		
33-0000	1.C.5.c	Integrity	90.386206857	3,351,620	Protective service	37730	1	Protective service		
33-0000	1.C.6	Independence	76.089654955	3,351,620	Protective service	37730	2	Protective service		
33-0000	1.C.7.a	Innovation	68.220690037	3,351,620	Protective service	37730	2	Protective service		
33-0000	1.C.7.b	Analytical Thinking	74.200000105	3,351,620	Protective service	37730	2	Protective service		
33-1011	1.C.1.a	Achievement/Effort	72.199997902	42,520	Protective service	59720		First-Line Supervisors of Correctional Officers	3	3
33-1011	1.C.1.b	Persistence	78.000001907	42,520	Protective service	59720		First-Line Supervisors of Correctional Officers	3	2
33-1011	1.C.1.c	Initiative	80	42,520	Protective service	59720		First-Line Supervisors of Correctional Officers	3	2
33-1011	1.C.2.b	Leadership	84.600000381	42,520	Protective service	59720		First-Line Supervisors of Correctional Officers	3	0
33-1011	1.C.3.a	Cooperation	76.599998474	42,520	Protective service	59720		First-Line Supervisors of Correctional Officers	3	3
33-1011	1.C.3.b	Concern for Others	70.799999237	42,520	Protective service	59720		First-Line Supervisors of Correctional Officers	3	2
33-1011	1.C.3.c	Social Orientation	70.999999046	42,520	Protective service	59720		First-Line Supervisors of Correctional Officers	3	1
33-1011	1.C.4.a	Self Control	88.999996185	42,520	Protective service	59720		First-Line Supervisors of Correctional Officers	3	0
33-1011	1.C.4.b	Stress Tolerance	88.000001907	42,520	Protective service	59720		First-Line Supervisors of Correctional Officers	3	0
33-1011	1.C.4.c	Adaptability/Flexibility	84.600000381	42,520	Protective service	59720		First-Line Supervisors of Correctional Officers	3	1
33-1011	1.C.5.a	Dependability	91.800003052	42,520	Protective service	59720		First-Line Supervisors of Correctional Officers	3	1
33-1011	1.C.5.b	Attention to Detail	87.600002289	42,520	Protective service	59720		First-Line Supervisors of Correctional Officers	3	2
33-1011	1.C.5.c	Integrity	91.999998093	42,520	Protective service	59720		First-Line Supervisors of Correctional Officers	3	1
33-1011	1.C.6	Independence	78.200001717	42,520	Protective service	59720		First-Line Supervisors of Correctional Officers	3	2
33-1011	1.C.7.a	Innovation	73.400001526	42,520	Protective service	59720		First-Line Supervisors of Correctional Officers	3	1
33-1011	1.C.7.b	Analytical Thinking	78.000001907	42,520	Protective service	59720		First-Line Supervisors of Correctional Officers	3	1
33-1012	1.C.1.a	Achievement/Effort	72.600002289	100,370	Protective service	82090		First-Line Supervisors of Police and Detectives	3	3
33-1012	1.C.1.b	Persistence	83.999996185	100,370	Protective service	82090		First-Line Supervisors of Police and Detectives	3	0
33-1012	1.C.1.c	Initiative	85.799999237	100,370	Protective service	82090		First-Line Supervisors of Police and Detectives	3	0
33-1012	1.C.2.b	Leadership	93.400001526	100,370	Protective service	82090		First-Line Supervisors of Police and Detectives	3	0
33-1012	1.C.3.a	Cooperation	85.200004578	100,370	Protective service	82090		First-Line Supervisors of Police and Detectives	3	1
33-1012	1.C.3.b	Concern for Others	83.000001907	100,370	Protective service	82090		First-Line Supervisors of Police and Detectives	3	1
33-1012	1.C.3.c	Social Orientation	78.400001526	100,370	Protective service	82090		First-Line Supervisors of Police and Detectives	3	0
33-1012	1.C.4.a	Self Control	94.600000381	100,370	Protective service	82090		First-Line Supervisors of Police and Detectives	3	0
33-1012	1.C.4.b	Stress Tolerance	95.200004578	100,370	Protective service	82090		First-Line Supervisors of Police and Detectives	3	0
33-1012	1.C.4.c	Adaptability/Flexibility	82.399997711	100,370	Protective service	82090		First-Line Supervisors of Police and Detectives	3	1
33-1012	1.C.5.a	Dependability	91.999998093	100,370	Protective service	82090		First-Line Supervisors of Police and Detectives	3	1
33-1012	1.C.5.b	Attention to Detail	88.199996948	100,370	Protective service	82090		First-Line Supervisors of Police and Detectives	3	2
33-1012	1.C.5.c	Integrity	98.000001907	100,370	Protective service	82090		First-Line Supervisors of Police and Detectives	3	0
33-1012	1.C.6	Independence	80.200004578	100,370	Protective service	82090		First-Line Supervisors of Police and Detectives	3	1
33-1012	1.C.7.a	Innovation	72.399997711	100,370	Protective service	82090		First-Line Supervisors of Police and Detectives	3	1
33-1012	1.C.7.b	Analytical Thinking	79.400000572	100,370	Protective service	82090		First-Line Supervisors of Police and Detectives	3	1
33-1021	1.C.1.a	Achievement/Effort	83.199996948	58,110	Protective service	72230		First-Line Supervisors of Fire Fighting and Prevention Workers	3	0
33-1021	1.C.1.b	Persistence	85.199999809	58,110	Protective service	72230		First-Line Supervisors of Fire Fighting and Prevention Workers	3	0
33-1021	1.C.1.c	Initiative	84.400000572	58,110	Protective service	72230		First-Line Supervisors of Fire Fighting and Prevention Workers	3	0
33-1021	1.C.2.b	Leadership	91.599998474	58,110	Protective service	72230		First-Line Supervisors of Fire Fighting and Prevention Workers	3	0
33-1021	1.C.3.a	Cooperation	87.699999809	58,110	Protective service	72230		First-Line Supervisors of Fire Fighting and Prevention Workers	3	1
33-1021	1.C.3.b	Concern for Others	86.500000954	58,110	Protective service	72230		First-Line Supervisors of Fire Fighting and Prevention Workers	3	0
33-1021	1.C.3.c	Social Orientation	76.999998093	58,110	Protective service	72230		First-Line Supervisors of Fire Fighting and Prevention Workers	3	1
33-1021	1.C.4.a	Self Control	87.000002861	58,110	Protective service	72230		First-Line Supervisors of Fire Fighting and Prevention Workers	3	1
33-1021	1.C.4.b	Stress Tolerance	89.499998093	58,110	Protective service	72230		First-Line Supervisors of Fire Fighting and Prevention Workers	3	0
33-1021	1.C.4.c	Adaptability/Flexibility	87.5	58,110	Protective service	72230		First-Line Supervisors of Fire Fighting and Prevention Workers	3	0
33-1021	1.C.5.a	Dependability	89.800000191	58,110	Protective service	72230		First-Line Supervisors of Fire Fighting and Prevention Workers	3	2
33-1021	1.C.5.b	Attention to Detail	85	58,110	Protective service	72230		First-Line Supervisors of Fire Fighting and Prevention Workers	3	3
33-1021	1.C.5.c	Integrity	90.399999619	58,110	Protective service	72230		First-Line Supervisors of Fire Fighting and Prevention Workers	3	1
33-1021	1.C.6	Independence	72.699999809	58,110	Protective service	72230		First-Line Supervisors of Fire Fighting and Prevention Workers	3	3
33-1021	1.C.7.a	Innovation	72.5	58,110	Protective service	72230		First-Line Supervisors of Fire Fighting and Prevention Workers	3	1
33-1021	1.C.7.b	Analytical Thinking	80.599999428	58,110	Protective service	72230		First-Line Supervisors of Fire Fighting and Prevention Workers	3	1
33-2011	1.C.1.a	Achievement/Effort	74.800000191	318,790	Protective service	46870		Firefighters	3	2
33-2011	1.C.1.b	Persistence	79.800002575	318,790	Protective service	46870		Firefighters	3	1
33-2011	1.C.1.c	Initiative	82.300000191	318,790	Protective service	46870		Firefighters	3	1
33-2011	1.C.2.b	Leadership	82.59999752	318,790	Protective service	46870		Firefighters	3	0
33-2011	1.C.3.a	Cooperation	87.999997139	318,790	Protective service	46870		Firefighters	3	1
33-2011	1.C.3.b	Concern for Others	84.299998283	318,790	Protective service	46870		Firefighters	3	1
33-2011	1.C.3.c	Social Orientation	75.099999905	318,790	Protective service	46870		Firefighters	3	1
33-2011	1.C.4.a	Self Control	85.799999237	318,790	Protective service	46870		Firefighters	3	1
33-2011	1.C.4.b	Stress Tolerance	87.59999752	318,790	Protective service	46870		Firefighters	3	0
33-2011	1.C.4.c	Adaptability/Flexibility	81.599998474	318,790	Protective service	46870		Firefighters	3	1
33-2011	1.C.5.a	Dependability	89.800000191	318,790	Protective service	46870		Firefighters	3	2
33-2011	1.C.5.b	Attention to Detail	83.700003624	318,790	Protective service	46870		Firefighters	3	3
33-2011	1.C.5.c	Integrity	85.699996948	318,790	Protective service	46870		Firefighters	3	2
33-2011	1.C.6	Independence	71.300001144	318,790	Protective service	46870		Firefighters	3	3
33-2011	1.C.7.a	Innovation	71.20000124	318,790	Protective service	46870		Firefighters	3	2
33-2011	1.C.7.b	Analytical Thinking	76.899998188	318,790	Protective service	46870		Firefighters	3	1
33-2021	1.C.1.a	Achievement/Effort	78.399999142	12,290	Protective service	56730		Fire Inspectors and Investigators	3	1
33-2021	1.C.1.b	Persistence	82.500002384	12,290	Protective service	56730		Fire Inspectors and Investigators	3	0
33-2021	1.C.1.c	Initiative	87.300000191	12,290	Protective service	56730		Fire Inspectors and Investigators	3	0
33-2021	1.C.2.b	Leadership	80.900001526	12,290	Protective service	56730		Fire Inspectors and Investigators	3	0
33-2021	1.C.3.a	Cooperation	87.000002861	12,290	Protective service	56730		Fire Inspectors and Investigators	3	1
33-2021	1.C.3.b	Concern for Others	81.300001144	12,290	Protective service	56730		Fire Inspectors and Investigators	3	1
33-2021	1.C.3.c	Social Orientation	71.900000572	12,290	Protective service	56730		Fire Inspectors and Investigators	3	1
33-2021	1.C.4.a	Self Control	85.399999619	12,290	Protective service	56730		Fire Inspectors and Investigators	3	1
33-2021	1.C.4.b	Stress Tolerance	84.499998093	12,290	Protective service	56730		Fire Inspectors and Investigators	3	1
33-2021	1.C.4.c	Adaptability/Flexibility	80.599999428	12,290	Protective service	56730		Fire Inspectors and Investigators	3	2
33-2021	1.C.5.a	Dependability	89.100003242	12,290	Protective service	56730		Fire Inspectors and Investigators	3	2
33-2021	1.C.5.b	Attention to Detail	90.499997139	12,290	Protective service	56730		Fire Inspectors and Investigators	3	1
33-2021	1.C.5.c	Integrity	92.100000381	12,290	Protective service	56730		Fire Inspectors and Investigators	3	1
33-2021	1.C.6	Independence	84.400000572	12,290	Protective service	56730		Fire Inspectors and Investigators	3	1
33-2021	1.C.7.a	Innovation	75.500001907	12,290	Protective service	56730		Fire Inspectors and Investigators	3	1
33-2021	1.C.7.b	Analytical Thinking	82.5	12,290	Protective service	56730		Fire Inspectors and Investigators	3	0
33-2022	1.C.1.a	Achievement/Effort	61.399998665	1,650	Protective service	36650		Forest Fire Inspectors and Prevention Specialists	3	3
33-2022	1.C.1.b	Persistence	80.200004578	1,650	Protective service	36650		Forest Fire Inspectors and Prevention Specialists	3	1
33-2022	1.C.1.c	Initiative	80.600004196	1,650	Protective service	36650		Forest Fire Inspectors and Prevention Specialists	3	2
33-2022	1.C.2.b	Leadership	80.600004196	1,650	Protective service	36650		Forest Fire Inspectors and Prevention Specialists	3	0
33-2022	1.C.3.a	Cooperation	80.600004196	1,650	Protective service	36650		Forest Fire Inspectors and Prevention Specialists	3	2
33-2022	1.C.3.b	Concern for Others	80.399999619	1,650	Protective service	36650		Forest Fire Inspectors and Prevention Specialists	3	1
33-2022	1.C.3.c	Social Orientation	61.599998474	1,650	Protective service	36650		Forest Fire Inspectors and Prevention Specialists	3	2
33-2022	1.C.4.a	Self Control	62.800002098	1,650	Protective service	36650		Forest Fire Inspectors and Prevention Specialists	3	3
33-2022	1.C.4.b	Stress Tolerance	62.800002098	1,650	Protective service	36650		Forest Fire Inspectors and Prevention Specialists	3	3
33-2022	1.C.4.c	Adaptability/Flexibility	80.600004196	1,650	Protective service	36650		Forest Fire Inspectors and Prevention Specialists	3	2
33-2022	1.C.5.a	Dependability	63.600001335	1,650	Protective service	36650		Forest Fire Inspectors and Prevention Specialists	3	3
33-2022	1.C.5.b	Attention to Detail	62.800002098	1,650	Protective service	36650		Forest Fire Inspectors and Prevention Specialists	3	3
33-2022	1.C.5.c	Integrity	63.000001907	1,650	Protective service	36650		Forest Fire Inspectors and Prevention Specialists	3	3
33-2022	1.C.6	Independence	45	1,650	Protective service	36650		Forest Fire Inspectors and Prevention Specialists	3	3
33-2022	1.C.7.a	Innovation	61.599998474	1,650	Protective service	36650		Forest Fire Inspectors and Prevention Specialists	3	3
33-2022	1.C.7.b	Analytical Thinking	43.800001144	1,650	Protective service	36650		Forest Fire Inspectors and Prevention Specialists	3	3
33-3011	1.C.1.a	Achievement/Effort	59.000000954	17,730	Protective service	41670		Bailiffs	2	3
33-3011	1.C.1.b	Persistence	64.400000572	17,730	Protective service	41670		Bailiffs	2	3
33-3011	1.C.1.c	Initiative	70.999999046	17,730	Protective service	41670		Bailiffs	2	2
33-3011	1.C.2.b	Leadership	73.600001335	17,730	Protective service	41670		Bailiffs	2	0
33-3011	1.C.3.a	Cooperation	83.199996948	17,730	Protective service	41670		Bailiffs	2	1
33-3011	1.C.3.b	Concern for Others	81.199998856	17,730	Protective service	41670		Bailiffs	2	0
33-3011	1.C.3.c	Social Orientation	76.599998474	17,730	Protective service	41670		Bailiffs	2	0
33-3011	1.C.4.a	Self Control	90.200004578	17,730	Protective service	41670		Bailiffs	2	0
33-3011	1.C.4.b	Stress Tolerance	86.800003052	17,730	Protective service	41670		Bailiffs	2	0
33-3011	1.C.4.c	Adaptability/Flexibility	75	17,730	Protective service	41670		Bailiffs	2	1
33-3011	1.C.5.a	Dependability	90.399999619	17,730	Protective service	41670		Bailiffs	2	0
33-3011	1.C.5.b	Attention to Detail	87.79999733	17,730	Protective service	41670		Bailiffs	2	1
33-3011	1.C.5.c	Integrity	95.799999237	17,730	Protective service	41670		Bailiffs	2	0
